datatypes_count,filepath,abox_size_incl,dt_builtin_ct,datatypes_count_incl,ax_complexrhs_ct_incl,inf_hier_directory,rbox_size_incl,tbox_size,rbox_size,tboxrbox_size_incl,logical_axiom_count,owl2dl_profile_violation,tboxrbox_size,signature_size_incl,avg_size_complexrhs,classificationtime,owl2_dl,jar_name,abox_size,axiom_types,constructs,dt_notbuiltin_ct,class_count,indiv_count_incl,axiom_type_count,experiment_runid,axiom_types_incl,avg_size_complexrhs_incl,filesize,abox_nominals_incl,dt_builtin_ct_incl,abox_nominals,annotation_property_count,obj_property_count_incl,reasoner,dataproperty_count,ax_complexrhs_ct,valid_imports,reasoner_class,experiment_id,indiv_count,tbox_nominals,experiment_version,owl2,param_reasoner,dataproperty_count_incl,tbox_nominals_incl,ontologyloadtime,createreasonertime,rdfs,class_count_incl,obj_property_count,expressivity,owl2_ql,rule_ct_incl,logical_axiom_count_incl,reasoner_jar,axiom_type_count_incl,signature_size,dt_notbuiltin_ct_incl,peak_memory_usage,experiment_date,reasoner_timeout,tbox_size_incl,owl2_rl,rule_ct,owlapi_version,param_ontfile,filename,constructs_incl,consistent,owl2_el,anno_ct,expressivity_incl,
0,/Users/owl/experiments/matentzn/corpus/fhkb,51,0,0,19,null,35,8,0,95,8,,8,76,2.0,1126259000,1,rsrc:owlapi-distribution-3.5.0.jar!,0,EquivalentClasses SubClassOf Declaration ,Q C AL O ,0,6,20,Declaration:5 EquivalentClasses:5 SubClassOf:3 ,1448133346174935000,FunctionalObjectProperty InverseObjectProperties SubPropertyChainOf SymmetricObjectProperty DisjointClasses ObjectPropertyDomain EquivalentClasses TransitiveObjectProperty EquivalentObjectProperties ClassAssertion SubClassOf Declaration ObjectPropertyRange SubObjectPropertyOf ObjectPropertyAssertion ,1.736842105263158,5568,0,0,0,0,37,Pellet 2.3.1.0,0,6,http://mowl-power.cs.man.ac.uk/fhkbtutorial/1.1/ontology/fhkb_chapter_5.owl ,PelletReasonerFactory,SimpleClassificationTime,2,1,1.0.0.1,1,pellet,0,1,1595398000,282949000,0,19,3,ALCOQ,0,0,146,rsrc:pellet-owlapiv3.jar!,ObjectPropertyRange:8 ClassAssertion:19 Declaration:74 ObjectPropertyDomain:5 TransitiveObjectProperty:4 InverseObjectProperties:16 EquivalentClasses:15 SubPropertyChainOf:8 SubClassOf:10 DisjointClasses:2 SubObjectPropertyOf:22 FunctionalObjectProperty:1 ObjectPropertyAssertion:32 SymmetricObjectProperty:3 EquivalentObjectProperties:1 ,11,0,262780608,2015/11/21 19:15:46,3600000,64,0,0,rsrc:owlapi-distribution-3.5.0.jar!,/Users/owl/experiments/matentzn/corpus/fhkb/fhkb_chapter_6.owl,fhkb_chapter_6.owl,Q S R O I ,1,0,0,SROIQ,
0,/Users/owl/experiments/matentzn/corpus/fhkb,51,0,0,19,null,35,8,0,95,8,,8,76,2.0,1766822000,1,rsrc:owlapi-distribution-3.5.0.jar!,0,SubClassOf Declaration EquivalentClasses ,Q C AL O ,0,6,20,Declaration:5 EquivalentClasses:5 SubClassOf:3 ,1448133350122313000,EquivalentObjectProperties InverseObjectProperties SubObjectPropertyOf EquivalentClasses FunctionalObjectProperty ObjectPropertyDomain SubClassOf Declaration SubPropertyChainOf TransitiveObjectProperty ObjectPropertyAssertion SymmetricObjectProperty ClassAssertion ObjectPropertyRange DisjointClasses ,1.736842105263158,5568,0,0,0,0,37,,0,6,http://mowl-power.cs.man.ac.uk/fhkbtutorial/1.1/ontology/fhkb_chapter_5.owl ,ReasonerFactory,SimpleClassificationTime,2,1,1.0.0.1,1,hermit,0,1,1698663000,323199000,0,19,3,ALCOQ,0,0,146,rsrc:HermiT.jar!,ObjectPropertyRange:8 ClassAssertion:19 Declaration:74 ObjectPropertyDomain:5 TransitiveObjectProperty:4 InverseObjectProperties:16 EquivalentClasses:15 SubPropertyChainOf:8 SubClassOf:10 DisjointClasses:2 SubObjectPropertyOf:22 FunctionalObjectProperty:1 ObjectPropertyAssertion:32 SymmetricObjectProperty:3 EquivalentObjectProperties:1 ,11,0,251124968,2015/11/21 19:15:50,3600000,64,0,0,rsrc:owlapi-distribution-3.5.0.jar!,/Users/owl/experiments/matentzn/corpus/fhkb/fhkb_chapter_6.owl,fhkb_chapter_6.owl,Q S R O I ,1,0,0,SROIQ,
2,/Users/owl/experiments/matentzn/corpus/fhkb,122,2,2,19,null,41,9,6,110,86,,15,86,NaN,177871000,1,rsrc:owlapi-distribution-3.5.0.jar!,71,DataPropertyRange FunctionalDataProperty DataPropertyAssertion SubDataPropertyOf DataPropertyDomain Declaration ,D F AL H ,0,1,20,DataPropertyDomain:3 DataPropertyRange:3 Declaration:8 SubDataPropertyOf:6 FunctionalDataProperty:3 DataPropertyAssertion:71 ,1448133354903996000,DataPropertyRange InverseObjectProperties ObjectPropertyDomain EquivalentClasses TransitiveObjectProperty SymmetricObjectProperty SubDataPropertyOf SubClassOf ObjectPropertyAssertion ClassAssertion ObjectPropertyRange Declaration FunctionalDataProperty FunctionalObjectProperty DataPropertyAssertion EquivalentObjectProperties DisjointClasses DataPropertyDomain SubPropertyChainOf SubObjectPropertyOf ,1.736842105263158,24784,0,2,0,0,37,FaCT++ 1.6.3.0,8,0,http://mowl-power.cs.man.ac.uk/fhkbtutorial/1.1/ontology/fhkb_chapter_6.owl ,FaCTPlusPlusReasonerFactory,SimpleClassificationTime,20,0,1.0.0.1,1,fact,8,1,1709319000,37080000,0,19,0,ALHF(D),0,0,232,rsrc:FaCTpp-OWLAPI-3.4-v1.6.3.jar!,ObjectPropertyRange:8 ClassAssertion:19 TransitiveObjectProperty:4 Declaration:82 ObjectPropertyDomain:5 InverseObjectProperties:16 EquivalentClasses:15 SubPropertyChainOf:8 DataPropertyAssertion:71 SubClassOf:10 DisjointClasses:2 SubObjectPropertyOf:22 DataPropertyRange:3 DataPropertyDomain:3 FunctionalObjectProperty:1 SubDataPropertyOf:6 ObjectPropertyAssertion:32 SymmetricObjectProperty:3 FunctionalDataProperty:3 EquivalentObjectProperties:1 ,31,0,152006216,2015/11/21 19:15:54,3600000,73,0,0,rsrc:owlapi-distribution-3.5.0.jar!,/Users/owl/experiments/matentzn/corpus/fhkb/fhkb_chapter_7.owl,fhkb_chapter_7.owl,D Q S R O I ,1,0,0,SROIQ(D),
2,/Users/owl/experiments/matentzn/corpus/fhkb,122,2,2,19,null,41,9,6,110,86,,15,86,NaN,1653693000,1,rsrc:owlapi-distribution-3.5.0.jar!,71,DataPropertyRange DataPropertyDomain FunctionalDataProperty Declaration DataPropertyAssertion SubDataPropertyOf ,D F AL H ,0,1,20,DataPropertyDomain:3 DataPropertyRange:3 Declaration:8 SubDataPropertyOf:6 FunctionalDataProperty:3 DataPropertyAssertion:71 ,1448133357829083000,FunctionalDataProperty FunctionalObjectProperty InverseObjectProperties SubPropertyChainOf SymmetricObjectProperty SubDataPropertyOf DisjointClasses DataPropertyRange DataPropertyDomain ObjectPropertyDomain TransitiveObjectProperty EquivalentClasses EquivalentObjectProperties ClassAssertion SubClassOf Declaration DataPropertyAssertion ObjectPropertyRange SubObjectPropertyOf ObjectPropertyAssertion ,1.736842105263158,24784,0,2,0,0,37,Pellet 2.3.1.0,8,0,http://mowl-power.cs.man.ac.uk/fhkbtutorial/1.1/ontology/fhkb_chapter_6.owl ,PelletReasonerFactory,SimpleClassificationTime,20,0,1.0.0.1,1,pellet,8,1,1664542000,295852000,0,19,0,ALHF(D),0,0,232,rsrc:pellet-owlapiv3.jar!,ObjectPropertyRange:8 ClassAssertion:19 TransitiveObjectProperty:4 Declaration:82 ObjectPropertyDomain:5 InverseObjectProperties:16 EquivalentClasses:15 SubPropertyChainOf:8 DataPropertyAssertion:71 SubClassOf:10 DisjointClasses:2 SubObjectPropertyOf:22 DataPropertyRange:3 DataPropertyDomain:3 FunctionalObjectProperty:1 SubDataPropertyOf:6 ObjectPropertyAssertion:32 SymmetricObjectProperty:3 FunctionalDataProperty:3 EquivalentObjectProperties:1 ,31,0,273923992,2015/11/21 19:15:57,3600000,73,0,0,rsrc:owlapi-distribution-3.5.0.jar!,/Users/owl/experiments/matentzn/corpus/fhkb/fhkb_chapter_7.owl,fhkb_chapter_7.owl,D Q S R O I ,1,0,0,SROIQ(D),
2,/Users/owl/experiments/matentzn/corpus/fhkb,122,2,2,19,null,41,9,6,110,86,,15,86,NaN,2843282000,1,rsrc:owlapi-distribution-3.5.0.jar!,71,FunctionalDataProperty Declaration DataPropertyRange DataPropertyDomain DataPropertyAssertion SubDataPropertyOf ,D F AL H ,0,1,20,DataPropertyDomain:3 DataPropertyRange:3 Declaration:8 SubDataPropertyOf:6 FunctionalDataProperty:3 DataPropertyAssertion:71 ,1448133362427108000,SubObjectPropertyOf TransitiveObjectProperty InverseObjectProperties SubPropertyChainOf EquivalentObjectProperties DisjointClasses SubClassOf DataPropertyDomain ObjectPropertyRange SubDataPropertyOf ObjectPropertyDomain EquivalentClasses FunctionalObjectProperty FunctionalDataProperty ObjectPropertyAssertion DataPropertyRange Declaration SymmetricObjectProperty DataPropertyAssertion ClassAssertion ,1.736842105263158,24784,0,2,0,0,37,,8,0,http://mowl-power.cs.man.ac.uk/fhkbtutorial/1.1/ontology/fhkb_chapter_6.owl ,ReasonerFactory,SimpleClassificationTime,20,0,1.0.0.1,1,hermit,8,1,1722948000,708996000,0,19,0,ALHF(D),0,0,232,rsrc:HermiT.jar!,ObjectPropertyRange:8 ClassAssertion:19 TransitiveObjectProperty:4 Declaration:82 ObjectPropertyDomain:5 InverseObjectProperties:16 EquivalentClasses:15 SubPropertyChainOf:8 DataPropertyAssertion:71 SubClassOf:10 DisjointClasses:2 SubObjectPropertyOf:22 DataPropertyRange:3 DataPropertyDomain:3 FunctionalObjectProperty:1 SubDataPropertyOf:6 ObjectPropertyAssertion:32 SymmetricObjectProperty:3 FunctionalDataProperty:3 EquivalentObjectProperties:1 ,31,0,295624824,2015/11/21 19:16:02,3600000,73,0,0,rsrc:owlapi-distribution-3.5.0.jar!,/Users/owl/experiments/matentzn/corpus/fhkb/fhkb_chapter_7.owl,fhkb_chapter_7.owl,D Q S R O I ,1,0,0,SROIQ(D),
0,/Users/owl/experiments/matentzn/corpus/fhkb,122,0,2,19,null,48,2,7,119,9,,9,90,NaN,1087570000,1,rsrc:owlapi-distribution-3.5.0.jar!,0,SymmetricObjectProperty Declaration SubPropertyChainOf SubObjectPropertyOf ,R AL I ,0,0,20,SubObjectPropertyOf:4 Declaration:4 SymmetricObjectProperty:2 SubPropertyChainOf:3 ,1448133368650238000,DataPropertyRange InverseObjectProperties ObjectPropertyDomain EquivalentClasses TransitiveObjectProperty SymmetricObjectProperty SubDataPropertyOf SubClassOf ObjectPropertyAssertion ClassAssertion ObjectPropertyRange Declaration FunctionalDataProperty FunctionalObjectProperty DataPropertyAssertion EquivalentObjectProperties DisjointClasses DataPropertyDomain SubPropertyChainOf SubObjectPropertyOf ,1.736842105263158,3828,0,2,0,0,41,FaCT++ 1.6.3.0,0,0,http://mowl-power.cs.man.ac.uk/fhkbtutorial/1.1/ontology/fhkb_chapter_7.owl ,FaCTPlusPlusReasonerFactory,SimpleClassificationTime,0,0,1.0.0.1,1,fact,8,1,1720835000,38776000,0,19,10,ALRI,0,0,241,rsrc:FaCTpp-OWLAPI-3.4-v1.6.3.jar!,ObjectPropertyRange:8 ClassAssertion:19 TransitiveObjectProperty:4 Declaration:86 ObjectPropertyDomain:5 InverseObjectProperties:16 EquivalentClasses:15 SubPropertyChainOf:11 DataPropertyAssertion:71 SubClassOf:10 DisjointClasses:2 SubObjectPropertyOf:26 DataPropertyRange:3 DataPropertyDomain:3 FunctionalObjectProperty:1 SubDataPropertyOf:6 ObjectPropertyAssertion:32 SymmetricObjectProperty:5 FunctionalDataProperty:3 EquivalentObjectProperties:1 ,10,0,152016080,2015/11/21 19:16:08,3600000,75,0,0,rsrc:owlapi-distribution-3.5.0.jar!,/Users/owl/experiments/matentzn/corpus/fhkb/fhkb_chapter_8.owl,fhkb_chapter_8.owl,D Q S R O I ,1,0,0,SROIQ(D),
0,/Users/owl/experiments/matentzn/corpus/fhkb,122,0,2,19,null,48,2,7,119,9,,9,90,NaN,312309315000,1,rsrc:owlapi-distribution-3.5.0.jar!,0,SubPropertyChainOf Declaration SubObjectPropertyOf SymmetricObjectProperty ,R AL I ,0,0,20,SubObjectPropertyOf:4 Declaration:4 SymmetricObjectProperty:2 SubPropertyChainOf:3 ,1448133372488917000,FunctionalDataProperty SubClassOf SubPropertyChainOf Declaration DataPropertyAssertion FunctionalObjectProperty SubDataPropertyOf ClassAssertion DataPropertyRange ObjectPropertyRange DisjointClasses InverseObjectProperties ObjectPropertyDomain TransitiveObjectProperty DataPropertyDomain EquivalentClasses SubObjectPropertyOf SymmetricObjectProperty ObjectPropertyAssertion EquivalentObjectProperties ,1.736842105263158,3828,0,2,0,0,41,Pellet 2.3.1.0,0,0,http://mowl-power.cs.man.ac.uk/fhkbtutorial/1.1/ontology/fhkb_chapter_7.owl ,PelletReasonerFactory,SimpleClassificationTime,0,0,1.0.0.1,1,pellet,8,1,1676143000,256416000,0,19,10,ALRI,0,0,241,rsrc:pellet-owlapiv3.jar!,ObjectPropertyRange:8 ClassAssertion:19 TransitiveObjectProperty:4 Declaration:86 ObjectPropertyDomain:5 InverseObjectProperties:16 EquivalentClasses:15 SubPropertyChainOf:11 DataPropertyAssertion:71 SubClassOf:10 DisjointClasses:2 SubObjectPropertyOf:26 DataPropertyRange:3 DataPropertyDomain:3 FunctionalObjectProperty:1 SubDataPropertyOf:6 ObjectPropertyAssertion:32 SymmetricObjectProperty:5 FunctionalDataProperty:3 EquivalentObjectProperties:1 ,10,0,798660576,2015/11/21 19:16:12,3600000,75,0,0,rsrc:owlapi-distribution-3.5.0.jar!,/Users/owl/experiments/matentzn/corpus/fhkb/fhkb_chapter_8.owl,fhkb_chapter_8.owl,D Q S R O I ,1,0,0,SROIQ(D),
0,/Users/owl/experiments/matentzn/corpus/fhkb,122,0,2,19,null,48,2,7,119,9,,9,90,NaN,11858978000,1,rsrc:owlapi-distribution-3.5.0.jar!,0,Declaration SubPropertyChainOf SymmetricObjectProperty SubObjectPropertyOf ,R AL I ,0,0,20,SubObjectPropertyOf:4 Declaration:4 SymmetricObjectProperty:2 SubPropertyChainOf:3 ,1448133687853580000,Declaration EquivalentObjectProperties SubPropertyChainOf FunctionalObjectProperty InverseObjectProperties ClassAssertion FunctionalDataProperty EquivalentClasses DataPropertyRange SymmetricObjectProperty ObjectPropertyAssertion DisjointClasses ObjectPropertyRange DataPropertyAssertion TransitiveObjectProperty ObjectPropertyDomain SubClassOf SubDataPropertyOf SubObjectPropertyOf DataPropertyDomain ,1.736842105263158,3828,0,2,0,0,41,,0,0,http://mowl-power.cs.man.ac.uk/fhkbtutorial/1.1/ontology/fhkb_chapter_7.owl ,ReasonerFactory,SimpleClassificationTime,0,0,1.0.0.1,1,hermit,8,1,1754209000,938706000,0,19,10,ALRI,0,0,241,rsrc:HermiT.jar!,ObjectPropertyRange:8 ClassAssertion:19 TransitiveObjectProperty:4 Declaration:86 ObjectPropertyDomain:5 InverseObjectProperties:16 EquivalentClasses:15 SubPropertyChainOf:11 DataPropertyAssertion:71 SubClassOf:10 DisjointClasses:2 SubObjectPropertyOf:26 DataPropertyRange:3 DataPropertyDomain:3 FunctionalObjectProperty:1 SubDataPropertyOf:6 ObjectPropertyAssertion:32 SymmetricObjectProperty:5 FunctionalDataProperty:3 EquivalentObjectProperties:1 ,10,0,603384400,2015/11/21 19:21:27,3600000,75,0,0,rsrc:owlapi-distribution-3.5.0.jar!,/Users/owl/experiments/matentzn/corpus/fhkb/fhkb_chapter_8.owl,fhkb_chapter_8.owl,D Q S R O I ,1,0,0,SROIQ(D),
2,/Users/owl/experiments/matentzn/corpus/fhkb,131,2,3,19,null,74,27,26,172,62,,53,132,NaN,1803042000,1,rsrc:owlapi-distribution-3.5.0.jar!,9,SubDataPropertyOf ObjectPropertyAssertion FunctionalDataProperty SubClassOf DataPropertyAssertion SubObjectPropertyOf ObjectPropertyRange AnnotationAssertion ObjectPropertyDomain SymmetricObjectProperty SubPropertyChainOf Declaration InverseObjectProperties ,D F R AL I ,0,5,25,ObjectPropertyRange:6 Declaration:40 ObjectPropertyDomain:2 AnnotationAssertion:3 InverseObjectProperties:14 SubPropertyChainOf:6 SubClassOf:1 DataPropertyAssertion:3 SubObjectPropertyOf:19 ObjectPropertyAssertion:6 SubDataPropertyOf:1 FunctionalDataProperty:1 SymmetricObjectProperty:3 ,1448133703390107000,FunctionalObjectProperty SubDataPropertyOf ClassAssertion TransitiveObjectProperty ObjectPropertyAssertion FunctionalDataProperty DisjointClasses EquivalentClasses SubClassOf DataPropertyAssertion DataPropertyDomain SubObjectPropertyOf EquivalentObjectProperties ObjectPropertyRange AnnotationAssertion DataPropertyRange SymmetricObjectProperty ObjectPropertyDomain SubPropertyChainOf Declaration InverseObjectProperties ,1.736842105263158,16694,0,3,0,1,74,FaCT++ 1.6.3.0,2,0,http://mowl-power.cs.man.ac.uk/fhkbtutorial/1.1/ontology/fhkb_chapter_8.owl ,FaCTPlusPlusReasonerFactory,SimpleClassificationTime,9,0,1.0.0.1,1,fact,9,1,1703403000,43698000,0,20,40,ALRIF(D),0,0,303,rsrc:FaCTpp-OWLAPI-3.4-v1.6.3.jar!,ObjectPropertyRange:14 ClassAssertion:19 AnnotationAssertion:3 TransitiveObjectProperty:4 Declaration:126 ObjectPropertyDomain:7 InverseObjectProperties:30 EquivalentClasses:15 SubPropertyChainOf:17 DataPropertyAssertion:74 SubClassOf:11 DisjointClasses:2 SubObjectPropertyOf:45 DataPropertyRange:3 DataPropertyDomain:3 FunctionalObjectProperty:1 SubDataPropertyOf:7 ObjectPropertyAssertion:38 SymmetricObjectProperty:8 FunctionalDataProperty:4 EquivalentObjectProperties:1 ,59,0,152160232,2015/11/21 19:21:43,3600000,102,0,0,rsrc:owlapi-distribution-3.5.0.jar!,/Users/owl/experiments/matentzn/corpus/fhkb/fhkb_chapter_9.owl,fhkb_chapter_9.owl,D Q S R O I ,1,0,0,SROIQ(D),
2,/Users/owl/experiments/matentzn/corpus/fhkb,131,2,3,19,null,74,27,26,172,62,,53,132,NaN,20321684000,1,rsrc:owlapi-distribution-3.5.0.jar!,9,SubClassOf AnnotationAssertion SubPropertyChainOf InverseObjectProperties Declaration ObjectPropertyAssertion SymmetricObjectProperty DataPropertyAssertion SubObjectPropertyOf FunctionalDataProperty SubDataPropertyOf ObjectPropertyDomain ObjectPropertyRange ,D F R AL I ,0,5,25,ObjectPropertyRange:6 Declaration:40 ObjectPropertyDomain:2 AnnotationAssertion:3 InverseObjectProperties:14 SubPropertyChainOf:6 SubClassOf:1 DataPropertyAssertion:3 SubObjectPropertyOf:19 ObjectPropertyAssertion:6 SubDataPropertyOf:1 FunctionalDataProperty:1 SymmetricObjectProperty:3 ,1448138700953416000,EquivalentObjectProperties InverseObjectProperties SubObjectPropertyOf EquivalentClasses SubDataPropertyOf FunctionalObjectProperty ObjectPropertyDomain SubClassOf AnnotationAssertion TransitiveObjectProperty Declaration SubPropertyChainOf ObjectPropertyAssertion SymmetricObjectProperty DataPropertyAssertion DataPropertyDomain FunctionalDataProperty DataPropertyRange ClassAssertion ObjectPropertyRange DisjointClasses ,1.736842105263158,16694,0,3,0,1,74,,2,0,http://mowl-power.cs.man.ac.uk/fhkbtutorial/1.1/ontology/fhkb_chapter_8.owl ,ReasonerFactory,SimpleClassificationTime,9,0,1.0.0.1,1,hermit,9,1,1792101000,983238000,0,20,40,ALRIF(D),0,0,303,rsrc:HermiT.jar!,ObjectPropertyRange:14 ClassAssertion:19 AnnotationAssertion:3 TransitiveObjectProperty:4 Declaration:126 ObjectPropertyDomain:7 InverseObjectProperties:30 EquivalentClasses:15 SubPropertyChainOf:17 DataPropertyAssertion:74 SubClassOf:11 DisjointClasses:2 SubObjectPropertyOf:45 DataPropertyRange:3 DataPropertyDomain:3 FunctionalObjectProperty:1 SubDataPropertyOf:7 ObjectPropertyAssertion:38 SymmetricObjectProperty:8 FunctionalDataProperty:4 EquivalentObjectProperties:1 ,59,0,574967360,2015/11/21 20:45:00,3600000,102,0,0,rsrc:owlapi-distribution-3.5.0.jar!,/Users/owl/experiments/matentzn/corpus/fhkb/fhkb_chapter_9.owl,fhkb_chapter_9.owl,D Q S R O I ,1,0,0,SROIQ(D),
0,/Users/owl/experiments/matentzn/corpus/fhkb,131,0,3,53,null,74,68,0,240,68,,68,166,2.176470588235294,41277274000,1,rsrc:owlapi-distribution-3.5.0.jar!,0,Declaration SubClassOf EquivalentClasses ,E AL O ,0,38,25,Declaration:34 EquivalentClasses:34 SubClassOf:34 ,1448138725091359000,DataPropertyAssertion AnnotationAssertion Declaration SubPropertyChainOf ObjectPropertyRange DisjointClasses SymmetricObjectProperty SubClassOf EquivalentClasses TransitiveObjectProperty SubObjectPropertyOf ObjectPropertyDomain FunctionalDataProperty DataPropertyDomain ObjectPropertyAssertion InverseObjectProperties ClassAssertion DataPropertyRange EquivalentObjectProperties FunctionalObjectProperty SubDataPropertyOf ,2.018867924528302,30356,0,3,0,0,74,FaCT++ 1.6.3.0,0,34,http://mowl-power.cs.man.ac.uk/fhkbtutorial/1.1/ontology/fhkb_chapter_9.owl ,FaCTPlusPlusReasonerFactory,SimpleClassificationTime,1,1,1.0.0.1,1,fact,9,1,1832808000,52858000,0,54,28,ALEO,0,0,371,rsrc:FaCTpp-OWLAPI-3.4-v1.6.3.jar!,ObjectPropertyRange:14 ClassAssertion:19 AnnotationAssertion:3 TransitiveObjectProperty:4 Declaration:160 ObjectPropertyDomain:7 InverseObjectProperties:30 EquivalentClasses:49 SubPropertyChainOf:17 DataPropertyAssertion:74 SubClassOf:45 DisjointClasses:2 SubObjectPropertyOf:45 DataPropertyRange:3 DataPropertyDomain:3 FunctionalObjectProperty:1 SubDataPropertyOf:7 ObjectPropertyAssertion:38 SymmetricObjectProperty:8 FunctionalDataProperty:4 EquivalentObjectProperties:1 ,67,0,162901488,2015/11/21 20:45:25,3600000,170,0,0,rsrc:owlapi-distribution-3.5.0.jar!,/Users/owl/experiments/matentzn/corpus/fhkb/fhkb_chapter_10.owl,fhkb_chapter_10.owl,D Q S R O I ,1,0,0,SROIQ(D),
